CountryOrTerritory,ReportingYear,UpdateTime,StationLocalId,SamplingPointLocalId,SamplingPoint_Latitude,SamplingPoint_Longitude,Pollutant,AggregationType,Namespace,Unit,BeginPosition,EndPosition,Validity,Verification,DataCoverage,DataCapture,TimeCoverage,AQValue
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1805A,SP_28067001_14_6,40.780829999999995,-3.7025000000000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.05510018,100,99.05510018,66.55120101
France,2012,2015-10-30 00:10:36.4930000,STA-FR39001,SPO-FR39001_00001_100,0.000131208828715695,-0.000548561618139291,Sulphur dioxide (air),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.02276867,100,0.02276867,0.72915
France,2012,2015-10-30 00:10:36.4930000,STA-FR37001,SPO-FR37001_00008_100,16.257306999999994,-61.591723999999999,Nitrogen dioxide (air),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.02276867,100,0.02276867,15.25
France,2012,2015-10-30 00:10:36.4930000,STA-FR39008,SPO-FR39008_00005_100,14.616389000000003,-61.1008,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.02276867,100,0.02276867,7.875
France,2012,2015-10-30 00:10:36.4930000,STA-FR40004,SPO-FR40004_00038_100,4.9322140000000001,-52.310226,Nitrogen monoxide (air),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.03415301,100,0.03415301,1.08333333
France,2012,2015-10-30 00:10:36.4930000,STA-FR39002,SPO-FR39002_00007_100,14.603300000000003,-61.077700000000007,Ozone (air),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.02276867,100,0.02276867,55.8125
France,2012,2015-10-30 00:10:36.4930000,STA-FR39002,SPO-FR39002_00008_100,14.603300000000003,-61.077700000000007,Nitrogen dioxide (air),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.02276867,100,0.02276867,6.175
France,2012,2015-10-30 00:10:36.4930000,STA-FR39013,SPO-FR39013_00038_100,14.675557999999995,-60.946095000000007,Nitrogen monoxide (air),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.02276867,100,0.02276867,0.5125
France,2012,2015-10-30 00:10:36.4930000,STA-FR39013,SPO-FR39013_00008_100,14.675557999999995,-60.946095000000007,Nitrogen dioxide (air),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.02276867,100,0.02276867,2.575
France,2012,2015-10-30 00:10:36.4930000,STA-FR39007,SPO-FR39007_00005_100,14.610399999999998,-61.054600000000001,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.02276867,100,0.02276867,15.6125
France,2012,2015-10-30 00:10:36.4930000,STA-FR37002,SPO-FR37002_00001_100,16.238056000000004,-61.537540000000007,Sulphur dioxide (air),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.02276867,100,0.02276867,1.75
France,2012,2015-10-30 00:10:36.4930000,STA-FR39007,SPO-FR39007_06001_100,14.610399999999998,-61.054600000000001,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.02276867,100,0.02276867,7
Greece,2012,2015-10-20 14:18:16.3230000,STA-GR0010A,SPO-GR0010A_00008_100,39.667499540000001,22.453336719999999,Nitrogen dioxide (air),Annual mean / 1 calendar year,GR.MINNENV.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,28
Croatia,2012,2015-12-08 00:33:53.0470000,HR_DOC_TYPE_D_STA_RH0106,HR_DOC_TYPE_D_SPO_647,45.45812500000001,16.388355555555556,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,aqd.azo.hr,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.27322404,100,0.27322404,69.941
Luxembourg,2012,2016-12-17 03:33:40.2730000,STA-LU0102A,SPO-LU0102A_00007_100,49.505039999469957,5.976939999999999,Ozone (air),Annual mean / 1 calendar year,LU.AdmEnv_AirBruit.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Not verified,0,0,0,0
Luxembourg,2012,2016-12-17 03:33:40.2730000,STA-LU0104A,SPO-LU0104A_00007_100,49.731809999470656,5.8471399999999996,Ozone (air),Annual mean / 1 calendar year,LU.AdmEnv_AirBruit.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Not verified,0,0,0,0
Luxembourg,2012,2016-12-17 03:33:40.2730000,STA-LU0105A,SPO-LU0105A_00008_100,49.722259999470623,6.3053299999999997,Nitrogen dioxide (air),Annual mean / 1 calendar year,LU.AdmEnv_AirBruit.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Not verified,0,0,0,0
Luxembourg,2012,2016-12-17 03:33:40.2730000,STA-LU0101A,SPO-LU0101A_00038_100,49.597689999470255,6.1375899999999994,Nitrogen monoxide (air),Annual mean / 1 calendar year,LU.AdmEnv_AirBruit.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Not verified,0,0,0,0
Luxembourg,2012,2016-12-17 03:33:40.2730000,STA-LU0102A,SPO-LU0102A_06001_102,49.505039999469957,5.976939999999999,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,LU.AdmEnv_AirBruit.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Not verified,0,0,0,0
Luxembourg,2012,2016-12-17 03:33:40.2730000,STA-LU0101A,SPO-LU0101A_00021_100,49.597689999470255,6.1375899999999994,Toluene (air),Annual mean / 1 calendar year,LU.AdmEnv_AirBruit.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Not verified,0,0,0,0
Serbia,2012,2016-04-03 01:10:06.1730000,STA-RS0005R,SPO-RS0005R_00008_100,43.40401099999999,21.947745999999999,Nitrogen dioxide (air),Annual mean / 1 calendar year,RS.SEPA.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,5.3
Slovakia,2012,2015-10-20 14:18:16.3230000,STA-SK0265A,SPO-SK0265A_00001_100,48.915657999468323,20.873901000000004,Sulphur dioxide (air),Annual mean / 1 calendar year,SK.SHMU.AQ,mg.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,40.6
Slovakia,2012,2015-10-20 14:18:16.3230000,STA-SK0267A,SPO-SK0267A_00008_100,48.726266999467846,21.258836000000002,Nitrogen dioxide (air),Annual mean / 1 calendar year,SK.SHMU.AQ,mg.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,15.8
Slovakia,2012,2015-10-20 14:18:16.3230000,STA-SK0134A,SPO-SK0134A_06001_100,48.283049999466819,18.141120000000001,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,SK.SHMU.AQ,mg.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,56.4
Slovakia,2012,2015-12-05 00:17:16.9570000,STA-SK0022A,SPO-SK0022A_00005_100,48.583610529467506,19.951684949999997,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,SK.SHMU.AQ,mg.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,133.8
Slovakia,2012,2015-12-05 00:17:16.9570000,STA-SK0267A,SPO-SK0267A_00005_100,48.726266999467846,21.258836000000002,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,SK.SHMU.AQ,mg.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,51
Slovakia,2012,2015-12-05 00:17:16.9570000,STA-SK0047A,SPO-SK0047A_00001_100,48.89638900946828,18.041393280000001,Sulphur dioxide (air),Annual mean / 1 calendar year,SK.SHMU.AQ,mg.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,10.9
Slovakia,2012,2015-12-05 00:17:16.9570000,STA-SK0047A,SPO-SK0047A_00009_100,48.89638900946828,18.041393280000001,Nitrogen oxides (air),Annual mean / 1 calendar year,SK.SHMU.AQ,mg.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,9.5
Slovakia,2012,2015-12-05 00:17:16.9570000,STA-SK0266A,SPO-SK0266A_00005_100,48.99333190946853,21.267499920000002,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,SK.SHMU.AQ,mg.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,65.8
Slovakia,2012,2015-12-05 00:17:16.9570000,STA-SK0013A,SPO-SK0013A_06001_100,48.666946409467684,18.530847550000001,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,SK.SHMU.AQ,mg.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,74.5
Slovakia,2012,2015-12-05 00:17:16.9570000,STA-SK0001A,SPO-SK0001A_00009_500,48.125018999466477,17.125611000000003,Nitrogen oxides (air),Annual mean / 1 calendar year,SK.SHMU.AQ,mg.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,21.6
Slovakia,2012,2015-12-05 00:17:16.9570000,STA-SK0031A,SPO-SK0031A_00001_500,48.886390689468257,21.687501910000002,Sulphur dioxide (air),Annual mean / 1 calendar year,SK.SHMU.AQ,mg.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,5.1
Slovakia,2012,2015-12-05 00:17:16.9570000,STA-SK0031A,SPO-SK0031A_00005_100,48.886390689468257,21.687501910000002,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,SK.SHMU.AQ,mg.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,106.7
Slovakia,2012,2015-12-05 00:17:16.9570000,STA-SK0004R,SPO-SK0004R_06001_100,49.152778629468962,20.291116710000004,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,SK.SHMU.AQ,mg.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,81.9
Slovakia,2012,2015-12-05 00:17:16.9570000,STA-SK0045A,SPO-SK0045A_00008_100,48.371109009466998,17.585018160000004,Nitrogen dioxide (air),Annual mean / 1 calendar year,SK.SHMU.AQ,mg.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,12.7
Andorra,2012,2017-01-19 03:33:53.8900000,STA-AD0942A,SPO-AD0942A-0007,42.509693999465057,1.5391379999999999,Ozone (air),Annual mean / 1 calendar year,AD.GovernAndorra.AQ,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,96.32285974,96.32285974,100,46.87873773
Andorra,2012,2017-01-19 03:33:53.8900000,STA-AD0942A,SPO-AD0942A-0001,42.509693999465057,1.5391379999999999,Sulphur dioxide (air),Annual mean / 1 calendar year,AD.GovernAndorra.AQ,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,95.00227687,95.00227687,100,3.05080886
Austria,2012,2015-10-20 14:24:32.9700000,STA-AT90AKC,SPO-AT90AKC_06013_100,48.219165799466673,16.345844269999997,"1,3,5-Trimethylbenzene (air)",Annual mean / 1 calendar year,AT.0008.20.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,13.38797814,100,13.38797814,0.12448979
Belgium,2012,2016-05-19 01:49:21.5700000,STA-BETR201,SPO-BETR201_00007_100,50.628645805289196,5.5752329468075201,Ozone (air),Annual mean / 1 calendar year,BE.CELINE-IRCEL.AQ,ng.m-3,2012-01-01,2013-01-01,Valid,Verified,89.3442623,100,89.3442623,46.66819571
Cyprus,2012,2015-10-20 14:18:16.3230000,STA-CY0004A,SPO-CY0004A_00009_100,35.151943999494023,33.347777999999998,Nitrogen oxides (air),Annual mean / 1 calendar year,CY.DLI-MLSI.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.02276867,100,0.02276867,228.9
Cyprus,2012,2015-10-20 14:18:16.3230000,STA-CY0004A,SPO-CY0004A_00010_100,35.151943999494023,33.347777999999998,Carbon monoxide (air),Annual mean / 1 calendar year,CY.DLI-MLSI.AQ,mg.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.02276867,100,0.02276867,2.74
Cyprus,2012,2015-10-20 14:18:16.3230000,STA-CY0004A,SPO-CY0004A_00007_100,35.151943999494023,33.347777999999998,Ozone (air),Annual mean / 1 calendar year,CY.DLI-MLSI.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.02276867,100,0.02276867,4.05
Czech Republic,2012,2015-10-20 14:18:16.3230000,STA-CZ0UDCM,SPO-CZ0UDCM_00038_100,50.77414702947425,14.218793870000001,Nitrogen monoxide (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,36.0672
Czech Republic,2012,2015-10-20 14:18:16.3230000,STA-CZ0AKOB,SPO-CZ0AKOB_00038_100,50.122188999471902,14.467578,Nitrogen monoxide (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,0.4992
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0PPLB,SPO-CZ0PPLB_06001_100,49.728389739470636,13.37553883,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,47
Czech Republic,2012,2015-10-20 14:18:16.3230000,STA-CZ0KSOM,SPO-CZ0KSOM_00038_100,50.172825999472089,12.672817999999999,Nitrogen monoxide (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,0.624
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0ARIE,SPO-CZ0ARIE_00009_500,50.081481929471785,14.442691800000002,Nitrogen oxides (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ugNO2.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,41.70122
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0JJIH,SPO-CZ0JJIH_00008_100,49.401668549469669,15.609909059999998,Nitrogen dioxide (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,14.34675
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0TSTD,SPO-CZ0TSTD_00008_500,49.720935819470618,18.089305880000001,Nitrogen dioxide (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,7.46031
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0UDCM,SPO-CZ0UDCM_00001_500,50.77414702947425,14.218793870000001,Sulphur dioxide (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,6.1249
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0KSOM,SPO-CZ0KSOM_00007_100,50.172825999472089,12.672817999999999,Ozone (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,38.1045
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0ARIE,SPO-CZ0ARIE_00005_500,50.081481929471785,14.442691800000002,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,197
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0BBNV,SPO-CZ0BBNV_00009_100,49.198089599469093,16.593643190000002,Nitrogen oxides (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ugNO2.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,160.6836
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0BMIS,SPO-CZ0BMIS_00008_100,48.791767119468012,16.72449684,Nitrogen dioxide (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,9.75579
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0PPLV,SPO-CZ0PPLV_00007_500,49.76861571947078,13.423380849999999,Ozone (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,24.738
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0SBER,SPO-CZ0SBER_06001_100,49.957927699471362,14.058300020000003,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,99
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0MJES,SPO-CZ0MJES_00008_500,50.242237089472326,17.190179820000001,Nitrogen dioxide (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,4.59096
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0PPLA,SPO-CZ0PPLA_00001_100,49.732447999470651,13.402280999999999,Sulphur dioxide (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Not verified,0,0,0,0
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0CCBD,SPO-CZ0CCBD_00009_500,48.984386439468501,14.465682980000002,Nitrogen oxides (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ugNO2.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,10.71224
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0PPRM,SPO-CZ0PPRM_00007_100,49.669583999470454,12.677884000000001,Ozone (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,79.401
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0ASUC,SPO-CZ0ASUC_00007_100,50.126525879471934,14.38463879,Ozone (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,12.369
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0TOVK,SPO-CZ0TOVK_00007_100,49.945991519471328,17.90953064,Ozone (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,68.8275
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0ZSNV,SPO-CZ0ZSNV_00007_100,49.047817999468677,18.007828,Ozone (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,69.825
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0TOFF,SPO-CZ0TOFF_00007_500,49.839188999470991,18.263389,Ozone (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,70.8225
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0PPLA,SPO-CZ0PPLA_06001_100,49.732447999470651,13.402280999999999,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,127
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0UTPM,SPO-CZ0UTPM_00001_100,50.645278929473783,13.851250650000003,Sulphur dioxide (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,11.7172
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0KSOM,SPO-CZ0KSOM_00005_500,50.172825999472089,12.672817999999999,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,107
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0PPLB,SPO-CZ0PPLB_00010_100,49.728389739470636,13.37553883,Carbon monoxide (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,mg.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,0.6255513
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0CCHU,SPO-CZ0CCHU_00007_500,49.068435669468727,13.614800449999999,Ozone (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,116.109
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0SMBO,SPO-CZ0SMBO_00007_100,50.428646089472977,14.913858410000001,Ozone (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,40.4985
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0SKLS,SPO-CZ0SKLS_00009_100,50.16741561947206,14.106047630000001,Nitrogen oxides (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ugNO2.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,73.83794
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0PPLV,SPO-CZ0PPLV_00009_500,49.76861571947078,13.423380849999999,Nitrogen oxides (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ugNO2.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,20.85061
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0CTAB,SPO-CZ0CTAB_00038_100,49.411235809469694,14.67638874,Nitrogen monoxide (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,28.9536
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0UMOM,SPO-CZ0UMOM_00009_500,50.510364529473279,13.64527225,Nitrogen oxides (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ugNO2.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,89.52372
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0TKAR,SPO-CZ0TKAR_00007_500,49.863796229471063,18.551452640000001,Ozone (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,57.6555
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0SKLS,SPO-CZ0SKLS_00008_100,50.16741561947206,14.106047630000001,Nitrogen dioxide (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,49.16153
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0TOVK,SPO-CZ0TOVK_00009_500,49.945991519471328,17.90953064,Nitrogen oxides (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ugNO2.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,4.20838
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0PPLV,SPO-CZ0PPLV_00001_500,49.76861571947078,13.423380849999999,Sulphur dioxide (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,3.9945
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0UULD,SPO-CZ0UULD_00008_100,50.683124539473916,13.997872350000002,Nitrogen dioxide (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,24.8677
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0ASMI,SPO-CZ0ASMI_00008_100,50.073135379471751,14.398141859999999,Nitrogen dioxide (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,40.55348
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0KPRB,SPO-CZ0KPRB_00001_100,50.372478489472783,12.61538124,Sulphur dioxide (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,1.3315
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0SKLM,SPO-CZ0SKLM_06001_100,50.143859859471981,14.101783749999999,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,77
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0SPRI,SPO-CZ0SPRI_00009_100,49.684944149470503,14.00773907,Nitrogen oxides (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ugNO2.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,15.68578
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0TOPR,SPO-CZ0TOPR_06001_100,49.856258389471051,18.269741060000001,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,12
Czech Republic,2012,2015-12-03 15:08:06.2300000,STA-CZ0CCBD,SPO-CZ0CCBD_00008_500,48.984386439468501,14.465682980000002,Nitrogen dioxide (air),Annual mean / 1 calendar year,CZ.CHMI-Prague-Komorany.AQ,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,0.01138434,100,0.01138434,10.71224
