CountryOrTerritory,ReportingYear,UpdateTime,StationLocalId,SamplingPointLocalId,SamplingPoint_Latitude,SamplingPoint_Longitude,Pollutant,AggregationType,Namespace,Unit,BeginPosition,EndPosition,Validity,Verification,DataCoverage,DataCapture,TimeCoverage,AQValue
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1148A,SP_08194008_14_6,41.425620903999992,2.2222448049999999,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,95.35519126,100,95.35519126,41.70785577
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1597A,SP_47186026_14_6,41.683333330000004,-4.7411111100000003,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,96.35701275,100,96.35701275,52.39508506
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1588A,SP_25172001_14_6,41.90664765399999,1.1929747550000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.1917122,100,99.1917122,58.21508091
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES0008R,SP_33036999_14_6,43.43916999999999,-4.8500000000000005,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,95.37795993,100,95.37795993,67.49608021
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1253A,SP_23010002_14_6,38.092929999999996,-3.7839200000000002,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,98.00774135,100,98.00774135,58.21384597
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1278A,SP_13071014_14_6,38.689249999999994,-4.11151,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,94.89981785,100,94.89981785,54.72449016
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1987A,SP_09209001_14_6,42.951944439999991,-3.4752777699999995,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.32832423,100,99.32832423,79.3531232
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1397A,SP_08112003_14_6,42.003276503999992,2.2872719140000002,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.11202186,100,99.11202186,43.73133471
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1886A,SP_46077006_14_6,39.42722221999999,-0.78388888000000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,93.67030965,100,93.67030965,60.67403986
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1268A,SP_33044029_14_6,43.358290000000004,-5.8664300000000003,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.85200364,100,99.85200364,42.67381142
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1812A,SP_43005002_14_6,41.278381094999993,1.1799165819999999,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,96.75546448,100,96.75546448,70.09248146
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1311A,SP_17013001_14_6,41.958676873999998,3.212854412,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,98.50865209,100,98.50865209,80.22061712
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1997A,SP_10148001_14_6,40.077779999999997,-6.1472199999999999,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,90.38023679,100,90.38023679,74.26895326
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1598A,SP_48096001_14_6,43.21305555,-3.1344444400000002,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,91.13160291,100,91.13160291,39.60662086
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1943A,SP_28079056_14_6,40.384722219999986,-3.7186111099999994,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.45355191,100,99.45355191,31.19139194
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1752A,SP_28148004_9_49,40.454999999999998,-3.4841700000000002,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,98.28096539,100,98.28096539,10.91544075
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1577A,SP_39016003_14_6,43.420829999999988,-3.8411100000000005,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,98.80464481,100,98.80464481,46.02085493
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1613A,SP_28045002_14_6,40.66639,-3.7722199999999995,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.05510018,100,99.05510018,59.35547638
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES0316A,SP_44051002_14_6,40.94666999999999,-0.29082999999999998,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,92.49772313,100,92.49772313,67.5364923
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1450A,SP_41091015_14_6,37.398310000000002,-5.9516499999999999,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,95.89025501,100,95.89025501,49.63742134
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1076A,SP_11008008_14_6,36.190479999999994,-5.4357600000000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,90.55100182,100,90.55100182,66.72806135
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1975A,SP_38038022_14_6,28.458159999999989,-16.278776000000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,98.26958106,100,98.26958106,58.2116543
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1428A,SP_12040009_14_6,39.959166659999994,-0.036111110000000002,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,79.49681239,100,79.49681239,47.29228125
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES0879A,SP_33004020_14_6,43.550305999999999,-5.8988600000000009,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,98.5428051,100,98.5428051,44.29932994
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1624A,SP_03065006_14_6,38.242222220000002,-0.68277776999999995,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,83.36748634,100,83.36748634,69.09722791
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1651A,SP_33037012_14_6,43.256120000000003,-5.7759400000000003,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.5787796,100,99.5787796,41.84257459
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1625A,SP_46078004_14_6,39.509444440000003,-0.41777777000000005,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,91.30236794,100,91.30236794,59.01334164
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1718A,SP_23097001_14_6,38.174396000000002,-3.0102199999999999,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,97.96220401,100,97.96220401,68.94073213
Spain,2012,2015-10-20 14:18:16.3230000,STA_ES1818A,SP_45168002_14_6,39.868059999999986,-4.0208300000000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,96.28870674,100,96.28870674,54.69141995
Andorra,2012,2017-01-19 04:54:35.0270000,STA-AD0942A,SPO-AD0942A-0007,42.509693999465057,1.5391379999999999,Ozone (air),1 year day max max,AD.GovernAndorra.AQ,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,96.72131148,97.52066116,99.18032787,117
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1569A,SP_30024002_14_6,37.688888879999993,-1.70111111,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.72677596,99.72677596,100,143.375
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES0006R,SP_07032999_14_6,39.875279999999997,4.3163900000000002,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,94.53551913,94.53551913,100,154.6375
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1851A,SP_08022006_14_6,42.09791019299999,1.848237224,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,90.71038251,95.40229885,95.08196721,163.75
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1742A,SP_35019001_14_6,27.772597359999992,-15.541880430000003,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,98.36065574,98.36065574,100,128.375
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1450A,SP_41091015_14_6,37.398310000000002,-5.9516499999999999,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,93.71584699,95.27777778,98.36065574,133.25
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1805A,SP_28067001_14_6,40.780829999999995,-3.7025000000000001,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.72677596,99.72677596,100,159.875
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1632A,SP_47186029_14_6,41.620555549999999,-4.7466666599999989,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,93.98907104,99.13544669,94.80874317,134.25
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1919A,SP_35026003_14_6,28.003644999999999,-15.411850999999999,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,95.08196721,95.08196721,100,114
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1956A,SP_38009001_14_6,28.645396000000002,-17.771553999999998,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,95.6284153,96.15384615,99.45355191,113.14285714
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1038A,SP_39087003_14_6,43.34639,-4.0641699999999998,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.45355191,99.45355191,100,123.625
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1529A,SP_39075005_14_6,43.467779999999991,-3.7902800000000001,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.18032787,99.18032787,100,130.75
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1595A,SP_48904002_14_6,43.298333329999991,-2.9302777700000004,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,98.36065574,98.63013699,99.72677596,119
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES0316A,SP_44051002_14_6,40.94666999999999,-0.29082999999999998,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,89.89071038,94.26934097,95.35519126,136.625
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES0813A,SP_44077001_14_6,40.841939999999994,-0.057500000000000002,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.45355191,99.45355191,100,131.125
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES0825A,SP_33031030_14_6,43.306656999999994,-5.6897159999999998,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,97.81420765,98.08219178,99.72677596,147.125
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES0373A,SP_24057003_14_6,42.625555549999994,-6.5208333300000003,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,94.53551913,97.46478873,96.99453552,139.125
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1494A,SP_20069002_14_6,43.322777770000009,-1.96027777,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Not valid,Not verified,0,0,0.27322404,0
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES0005R,SP_15057999_14_6,42.720559999999999,-8.92361,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,97.26775956,97.26775956,100,160.75
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1963A,SP_45081004_14_6,40.119219999999991,-3.8327900000000001,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.72677596,99.72677596,100,155.125
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1752A,SP_28148004_14_6,40.454999999999998,-3.4841700000000002,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,98.08743169,98.08743169,100,166.25
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1044A,SP_50297026_14_6,41.670279999999984,-0.87111000000000005,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,87.43169399,92.75362319,94.26229508,120.9375
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES0886A,SP_35026001_14_6,28.029851999999998,-15.416085999999998,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,87.15846995,90.88319088,95.90163934,122.625
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1359A,SP_27065004_14_6,43.31277776999999,-7.6930555500000013,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,98.63387978,98.63387978,100,138.125
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1379A,SP_43064001_14_6,41.058203798000001,0.43971169100000002,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,96.17486339,97.23756906,98.90710383,133.375
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1907A,SP_15005012_14_6,43.30222221999999,-8.5055555500000022,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,93.44262295,97.71428571,95.6284153,120.75
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1767A,SP_38006002_14_6,28.072549999999993,-16.653023000000001,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,97.26775956,97.53424658,99.72677596,139.5
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1591A,SP_24038001_14_6,42.558611109999994,-6.7255555499999993,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,88.52459016,97.00598802,91.2568306,139
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1883A,SP_22190001_14_6,42.45778,0.18193999999999999,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,92.07650273,97.39884393,94.53551913,141.375
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1982A,SP_25196001_14_6,42.051340686999993,0.72955564699999986,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,92.62295082,95.2247191,97.26775956,160.75
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1952A,SP_35006001_14_6,28.111266000000001,-15.520924000000001,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,98.90710383,98.90710383,100,113.125
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES0001R,SP_45153999_14_6,39.546939999999992,-4.3505599999999998,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,98.63387978,98.63387978,100,137.7625
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1756A,SP_38011004_14_6,28.376712999999995,-16.361927999999999,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,97.26775956,98.07162534,99.18032787,141.5
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1518A,SP_07042001_14_6,39.839619999999996,3.02705,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,91.2568306,93.29608939,97.81420765,123.75
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES0201A,SP_15070002_14_6,43.449999999999996,-7.8472222200000008,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,95.35519126,95.61643836,99.72677596,137.5
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES0014R,SP_25224999_14_6,41.393889999999992,0.73472000000000004,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,95.08196721,95.34246575,99.72677596,139.725
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1967A,SP_40194002_14_6,40.955555549999993,-4.1105555499999999,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,97.26775956,98.07162534,99.18032787,143.375
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1819A,SP_06083001_14_6,38.907499999999992,-6.3380599999999996,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,98.90710383,99.45054945,99.45355191,143.675
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1489A,SP_01055001_14_6,42.87527776999999,-3.2313888799999999,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,82.24043716,93.7694704,87.70491803,169.71428571
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1193A,SP_28079024_14_6,40.420000000000002,-3.7491666600000002,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,97.54098361,98.07692308,99.45355191,135
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1833A,SP_34023004_14_6,41.948055550000007,-4.4658333299999997,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,90.71038251,94.85714286,95.6284153,158.5
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1393A,SP_04013004_14_6,36.841329999999992,-2.44672,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,90.98360656,93.01675978,97.81420765,119.875
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1957A,SP_15030027_14_6,43.382499999999986,-8.4088888799999992,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,93.16939891,95.51820728,97.54098361,79.75
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1661A,SP_31232002_14_6,42.074719999999999,-1.6269400000000001,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.45355191,99.45355191,100,146.125
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1806A,SP_28102001_14_6,40.286939999999994,-3.2222200000000001,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.18032787,99.18032787,100,164.375
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1811A,SP_28180001_14_6,40.167219999999993,-3.2766699999999997,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,98.08743169,98.08743169,100,137.57142857
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES0625A,SP_04066004_14_6,36.93385,-2.12819,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,95.6284153,99.15014164,96.44808743,145.75
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1285A,SP_27033001_14_6,43.536111109999993,-7.7402777700000005,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.18032787,99.18032787,100,149.75
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES0094A,SP_15070006_14_6,43.405555550000003,-7.9888888800000002,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,97.54098361,97.54098361,100,128.75
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1913A,SP_03105001_14_6,38.451666660000001,-1.0647222199999999,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,96.72131148,97.25274725,99.45355191,135.25
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1420A,SP_22158001_14_6,41.918609999999994,0.19694,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,98.90710383,98.90710383,100,122.125
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1543A,SP_12141002_14_6,40.735000000000007,-0.16944444,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,96.99453552,98.33795014,98.63387978,149.375
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1271A,SP_33024024_14_6,43.538863000000006,-5.6989210000000003,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.45355191,99.45355191,100,94.75
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1746A,SP_26066001_14_6,42.341670000000001,-2.2316699999999998,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.45355191,99.45355191,100,153.625
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES0824A,SP_33031029_14_6,43.306899999999992,-5.7056720000000007,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,96.44808743,98.05555556,98.36065574,133.75
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1971A,SP_14068001_14_6,38.137929999999997,-4.9039699999999993,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,96.72131148,97.52066116,99.18032787,139.375
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1740A,SP_31201013_14_6,42.812220000000003,-1.6399999999999999,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,98.08743169,98.08743169,100,113.75
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES0296A,SP_07044001_14_6,39.747309999999992,3.0148799999999998,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,95.90163934,98.31932773,97.54098361,127.75
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1262A,SP_08187012_14_6,41.561175397,2.101405057,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,96.72131148,98.33333333,98.36065574,119.375
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1867A,SP_15036003_14_6,43.480555549999984,-8.2413888800000006,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,97.81420765,97.81420765,100,118.75
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1258A,SP_21050001_14_6,37.281559999999999,-6.8338400000000004,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,76.50273224,89.45686901,85.51912568,118.875
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1759A,SP_38038012_14_6,28.451021999999995,-16.277691999999998,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,96.44808743,96.44808743,100,130.25
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1615A,SP_10037001_14_6,39.472779999999993,-6.3602799999999995,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,95.6284153,98.5915493,96.99453552,158.8125
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1593A,SP_11031001_14_6,36.46059000000001,-6.2030700000000003,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,98.36065574,98.36065574,100,138.875
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1339A,SP_08307012_14_6,41.219036461000002,1.721248774,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,96.17486339,97.50692521,98.63387978,133.5
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1808A,SP_28133002_14_6,40.36889,-4.3969399999999998,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,99.18032787,99.18032787,100,149.375
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1921A,SP_30016020_14_6,37.603055549999993,-0.97527777000000004,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Not valid,Verified,74.31693989,95.1048951,78.1420765,130.625
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1889A,SP_37274011_14_6,40.960833329999993,-5.6397222200000003,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,100,100,100,152.75
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1094A,SP_07032001_14_6,39.874890000000008,4.2586199999999996,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,87.70491803,95.53571429,91.80327869,127.125
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1713A,SP_48020003_14_6,43.255000000000003,-2.9022222200000001,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,86.61202186,97.2392638,89.07103825,149.125
Spain,2012,2015-10-20 15:18:49.0900000,STA_ES1755A,SP_31216001_14_6,42.580559999999991,-1.2825,Ozone (air),1 year day max max,ES.BDCA.AQD,ug.m-3,2012-01-01,2013-01-01,Valid,Verified,96.99453552,97.52747253,99.45355191,146.25
