CountryOrTerritory,ReportingYear,UpdateTime,StationLocalId,SamplingPointLocalId,SamplingPoint_Latitude,SamplingPoint_Longitude,Pollutant,AggregationType,Namespace,Unit,BeginPosition,EndPosition,Validity,Verification,DataCoverage,DataCapture,TimeCoverage,AQValue
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1989A,SP_24025001_14_6,43.041388880000007,-5.0897222199999996,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,87.99086758,100,87.99086758,62.97976128
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1920A,SP_38004001_14_6,28.337219999999991,-16.399719999999999,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,98.98401826,100,98.98401826,70.92146234
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES2000A,SP_38038023_14_6,28.457953999999987,-16.26333,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,95.4109589,100,95.4109589,54.76190476
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1435A,SP_12129001_14_6,40.416666660000004,-0.24916666000000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,91.70091324,100,91.70091324,72.59927797
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1649A,SP_26011001_14_6,42.175829999999983,-1.74333,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.57762557,100,99.57762557,62.86315487
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1954A,SP_38031001_14_6,28.383096000000005,-16.57067,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,87.76255708,100,87.76255708,58.44758064
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES2003A,SP_38038024_14_6,28.455374999999993,-16.27675,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Not valid,Verified,31.44977169,100,31.44977169,63.22903811
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1359A,SP_27065004_14_6,43.31277776999999,-7.6930555500000013,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.06392694,100,99.06392694,54.84328186
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1310A,SP_17125001_14_6,42.312078420999995,2.214272866,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.37214612,100,99.37214612,70.17633543
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1675A,SP_03031002_14_6,38.571388879999994,-0.14666666,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,98.23059361,100,98.23059361,79.72364904
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1801A,SP_28014002_14_6,40.300829999999991,-3.4588899999999998,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,98.49315068,100,98.49315068,56.19761242
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1885A,SP_46250046_14_6,39.480277770000001,-0.33638888,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,94.5890411,100,94.5890411,54.75126719
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1632A,SP_47186029_14_6,41.620555549999999,-4.7466666599999989,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.08675799,100,99.08675799,49.71313364
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1222A,SP_08259002_14_6,41.691273195000001,2.4409448639999995,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,97.73972603,100,97.73972603,49.67367437
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1995A,SP_07040006_14_6,39.545879999999997,2.6997100000000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,97.3630137,100,97.3630137,52.11332043
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1838A,SP_28009001_14_6,40.593329999999995,-3.5030600000000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,97.97945205,100,97.97945205,69.98170802
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1997A,SP_10148001_14_6,40.077779999999997,-6.1472199999999999,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,96.63242009,100,96.63242009,69.66552982
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1604A,SP_07040003_14_6,39.56331999999999,2.6205500000000006,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,83.23059361,100,83.23059361,61.80806885
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1279A,SP_13071015_14_6,38.681979999999996,-4.0885800000000003,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,95.4109589,100,95.4109589,70.36934673
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES0012R,SP_46263999_14_6,39.08278,-1.10111,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,98.92694064,100,98.92694064,84.36933648
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1464A,SP_36038005_14_6,42.421944439999997,-8.6569444400000002,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,96.97488584,100,96.97488584,43.40379046
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1890A,SP_28007004_9_49,40.341939999999994,-3.8338900000000002,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.69178082,100,99.69178082,11.85102484
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1148A,SP_08194008_14_6,41.425620903999992,2.2222448049999999,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,98.93835616,100,98.93835616,38.37740856
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1860A,SP_41049001_14_6,37.555019999999999,-6.0361600000000006,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,84.26940639,100,84.26940639,62.37212137
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1348A,SP_25051001_14_6,42.368318109999997,1.776783258,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.64611872,100,99.64611872,56.62882346
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1643A,SP_42173001_14_6,41.766666659999999,-2.46666666,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,98.43607306,100,98.43607306,53.95616374
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1625A,SP_46078004_14_6,39.509444440000003,-0.41777777000000005,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,94.21232877,100,94.21232877,54.50648249
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1519A,SP_41091017_14_6,37.429859999999991,-5.9803900000000008,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,96.66666667,100,96.66666667,51.59222957
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1432A,SP_33011001_14_6,43.178800000000003,-6.5526999999999989,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,97.6369863,100,97.6369863,48.18239214
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES0901A,SP_15017002_14_6,43.234999999999992,-8.3172222199999997,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,96.34703196,100,96.34703196,54.73033175
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1633A,SP_30030007_14_6,37.993611109999996,-1.14472222,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.85159817,100,99.85159817,46.4506688
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1353A,SP_33031032_14_6,43.294117,-5.6796319999999998,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,97.06621005,100,97.06621005,44.16547101
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES0001R,SP_45153999_14_6,39.546939999999992,-4.3505599999999998,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.46347032,100,99.46347032,85.14502697
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1802A,SP_28016001_14_6,40.910279999999986,-3.4666700000000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,98.89269406,100,98.89269406,82.89472469
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1810A,SP_28171001_14_6,40.251939999999998,-4.2747200000000003,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,98.53881279,100,98.53881279,55.59673308
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES0296A,SP_07044001_14_6,39.747309999999992,3.0148799999999998,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,91.57534247,100,91.57534247,58.64166417
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES0873A,SP_35016010_14_6,28.035119999999988,-15.416310000000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,97.88812785,100,97.88812785,62.40524781
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1778A,SP_08137001_14_6,41.779343451999992,2.3580189009999999,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,95.86757991,100,95.86757991,75.58216241
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1878A,SP_21005002_14_6,37.016100000000002,-6.5704200000000004,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,98.41324201,100,98.41324201,61.99269226
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1848A,SP_50074001_14_6,41.228889999999993,-0.031390000000000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,92.60273973,100,92.60273973,68.5645032
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES0587A,SP_48071002_14_6,43.320833329999999,-3.1130555499999999,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,97.0890411,100,97.0890411,58.63715461
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1578A,SP_39020001_14_6,43.382499999999986,-3.2205599999999999,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,97.8652968,100,97.8652968,58.4608655
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1579A,SP_39025001_14_6,43.26444,-4.0627800000000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.07534247,100,99.07534247,43.03468141
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1438A,SP_08019043_14_6,41.385343284000001,2.1538219600000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,96.98630137,100,96.98630137,32.02259887
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES0125A,SP_28079017_14_6,40.346944439999994,-3.7050000000000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.41780822,100,99.41780822,32.36089103
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1884A,SP_46220010_14_6,39.634166659999998,-0.26583332999999998,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,98.72146119,100,98.72146119,48.06186401
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1125A,SP_08113007_14_6,41.730280260999997,1.825306423,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.5890411,100,99.5890411,37.35304906
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1472A,SP_31201012_14_6,42.807220000000008,-1.6513899999999999,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,98.17351598,100,98.17351598,52.75116279
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1076A,SP_11008008_14_6,36.190479999999994,-5.4357600000000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,89.06392694,100,89.06392694,63.05203793
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1741A,SP_35019002_14_6,27.76365199999999,-15.563851000000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,98.48173516,100,98.48173516,54.01576446
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1947A,SP_28079060_14_6,40.500555549999994,-3.6897222200000002,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.8173516,100,99.8173516,52.87694419
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES0013R,SP_49149999_14_6,41.238889999999991,-5.8975000000000009,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.41780822,100,99.41780822,76.05137558
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1803A,SP_28047002_14_6,40.633890000000001,-4.0133299999999998,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,98.53881279,100,98.53881279,45.15118164
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1239A,SP_46250030_14_6,39.456111110000002,-0.37583333000000002,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,93.04794521,100,93.04794521,47.93767635
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1670A,SP_46095001_14_6,39.558611109999994,-1.2813888799999997,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,94.89726027,100,94.89726027,65.17214002
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES0584A,SP_08125002_14_6,41.482016278999993,2.1882966559999999,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,93.39041096,100,93.39041096,36.68439066
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1926A,SP_46250048_14_6,39.481111110000001,-0.40833332999999999,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,98.32191781,100,98.32191781,47.87565308
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES0017R,SP_21005999_14_6,37.051939999999995,-6.5552799999999998,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,98.47031963,100,98.47031963,61.87361465
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1339A,SP_08307012_14_6,41.219036461000002,1.721248774,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,92.53424658,100,92.53424658,44.82112015
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1764A,SP_38011005_14_6,28.380537,-16.371986,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,78.32191781,100,78.32191781,74.65573531
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1820A,SP_06158001_14_6,38.429169999999999,-6.3949999999999996,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,96.56392694,100,96.56392694,79.07840761
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1358A,SP_33024027_14_6,43.537770999999985,-5.6463070000000002,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,91.03881279,100,91.03881279,35.15736677
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1480A,SP_08019044_14_6,41.398743250999985,2.1533851240000002,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.26940639,100,99.26940639,36.88465961
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1244A,SP_48020062_14_6,43.267500000000005,-2.9183333299999998,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,88.48173516,100,88.48173516,35.38717584
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES0377A,SP_24027001_14_6,42.611666659999997,-6.6433333300000008,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,98.41324201,100,98.41324201,53.69736689
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1882A,SP_30015001_14_6,38.114722219999997,-1.8686111100000002,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.15525114,100,99.15525114,74.99286207
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1611A,SP_28013002_14_6,40.033277777999992,-3.5916444439999999,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.14383562,100,99.14383562,53.53621185
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1443A,SP_09059006_9_49,42.336109999999998,-3.6361100000000004,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,96.39269406,100,96.39269406,10.24348649
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1565A,SP_28058004_14_6,40.281109999999991,-3.8016700000000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,98.57305936,100,98.57305936,54.27782281
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1443A,SP_09059006_14_6,42.336109999999998,-3.6361100000000004,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.14383562,100,99.14383562,56.66862406
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1542A,SP_12099001_14_6,40.554722219999995,0.37277777000000001,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.07534247,100,99.07534247,74.59119714
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1277A,SP_13071016_14_6,38.680649999999993,-4.10832,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,97.7739726,100,97.7739726,55.24705195
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES0825A,SP_33031030_14_6,43.306656999999994,-5.6897159999999998,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,97.5913242,100,97.5913242,37.69657269
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES2008A,SP_03133002_14_6,37.991111109999991,-0.69000000000000006,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Not valid,Verified,30.20547945,100,30.20547945,59.96258503
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1644A,SP_41091019_14_6,37.388080000000002,-5.9914899999999998,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,97.62557078,100,97.62557078,55.80074836
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1423A,SP_30016018_14_6,37.693611109999999,-1.0647222199999999,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,97.37442922,100,97.37442922,72.782415
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1825A,SP_07046001_14_6,38.993229999999997,1.3089400000000002,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Not valid,Verified,39.06392694,100,39.06392694,86.69726183
Spain,2011,2015-10-20 14:18:16.3230000,STA_ES1645A,SP_28079027_14_6,40.47472221999999,-3.5749999999999997,Ozone (air),Annual mean / 1 calendar year,ES.BDCA.AQD,ug.m-3,2011-01-01,2012-01-01,Valid,Verified,99.88584475,100,99.88584475,49.68834285
